Column,Question,HumanCounts,GoldStandard,LLMAnswer,Result,IsCorrect
"QID761 - Does this sentence contain a metaphor?
Sentence: ""cancer cell trapping in lymph nodes""","Does this sentence contain a metaphor?
Sentence: ""cancer cell trapping in lymph nodes""",{'yes': 1},yes,no,LLM does NOT match the gold standard.,False
"QID763 - Does this sentence contain a metaphor?
Sentence: ""The Harry Potter author has been open about her battle with depression""","Does this sentence contain a metaphor?
Sentence: ""The Harry Potter author has been open about her battle with depression""",{'yes': 2},yes,no,LLM does NOT match the gold standard.,False
"QID765 - Does this sentence contain a metaphor?
Sentence: ""classical concepts of initiation - promotion and multistage carcinogenesis""","Does this sentence contain a metaphor?
Sentence: ""classical concepts of initiation - promotion and multistage carcinogenesis""","{'no': 2, 'yes': 1}",no,**no**,LLM does NOT match the gold standard.,False
"QID769 - Does this sentence contain a metaphor?
Sentence: ""Before the outbreak, addiction to the potent opioid painkiller Opana swept through the community""","Does this sentence contain a metaphor?
Sentence: ""Before the outbreak, addiction to the potent opioid painkiller Opana swept through the community""",{'yes': 3},yes,**no**,LLM does NOT match the gold standard.,False
"QID771 - Does this sentence contain a metaphor?
Sentence: ""This in polyclonal populations, interactions are occurring which stabilize and control the behaviour of the complete tumour.""","Does this sentence contain a metaphor?
Sentence: ""This in polyclonal populations, interactions are occurring which stabilize and control the behaviour of the complete tumour.""",{'yes': 3},yes,**no**,LLM does NOT match the gold standard.,False
"QID773 - Does this sentence contain a metaphor?
Sentence: ""cDNA libraries: A collection of clones representative of the mRNA of a given cell type that is formed using the enzyme reverse transcriptase.""","Does this sentence contain a metaphor?
Sentence: ""cDNA libraries: A collection of clones representative of the mRNA of a given cell type that is formed using the enzyme reverse transcriptase.""",{'yes': 1},yes,no,LLM does NOT match the gold standard.,False
"QID775 - Does this sentence contain a metaphor?
Sentence: ""How such a transcription factor operates at the molecular level is not yet understood""","Does this sentence contain a metaphor?
Sentence: ""How such a transcription factor operates at the molecular level is not yet understood""",{'no': 1},no,no,LLM matches the gold standard.,True
"QID777 - Does this sentence contain a metaphor?
Sentence: ""Last year she made a documentary for the BBC in which she spoke about and sought treatment for her regular panic attacks""","Does this sentence contain a metaphor?
Sentence: ""Last year she made a documentary for the BBC in which she spoke about and sought treatment for her regular panic attacks""","{'no': 2, 'yes': 1}",no,**no**,LLM does NOT match the gold standard.,False
"QID779 - Does this sentence contain a metaphor?
Sentence: ""what did i think all my normal little cells were doing after being hit by a sledgehammer of both toxic chemicals and radiation.""","Does this sentence contain a metaphor?
Sentence: ""what did i think all my normal little cells were doing after being hit by a sledgehammer of both toxic chemicals and radiation.""",{'yes': 1},yes,**yes**,LLM does NOT match the gold standard.,False
"QID781 - Does this sentence contain a metaphor?
Sentence: ""Relatively little is known about DNA repair mechanisms in higher organisms, not even how many major repair mechanisms are in human cells.""","Does this sentence contain a metaphor?
Sentence: ""Relatively little is known about DNA repair mechanisms in higher organisms, not even how many major repair mechanisms are in human cells.""","{'yes': 1, 'no': 1}",Tie,no,Tie among humans; accepted.,True
"QID783 - Does this sentence contain a metaphor?
Sentence: ""transported cells are subject to a kind of filtration process""","Does this sentence contain a metaphor?
Sentence: ""transported cells are subject to a kind of filtration process""",{'no': 1},no,no,LLM matches the gold standard.,True
"QID785 - Does this sentence contain a metaphor?
Sentence: ""poor nutrition may cause cells to become quiescent""","Does this sentence contain a metaphor?
Sentence: ""poor nutrition may cause cells to become quiescent""","{'yes': 1, 'no': 1}",Tie,**no**,Tie among humans; accepted.,True
"QID787 - Does this sentence contain a metaphor?
Sentence: ""Although the principal function of null cells is not known, ...""","Does this sentence contain a metaphor?
Sentence: ""Although the principal function of null cells is not known, ...""",{'no': 3},no,**no**,LLM does NOT match the gold standard.,False
"QID789 - Does this sentence contain a metaphor?
Sentence: ""At all stages of the metastatic cascade, tumor cells must overcome host defenses""","Does this sentence contain a metaphor?
Sentence: ""At all stages of the metastatic cascade, tumor cells must overcome host defenses""",{'yes': 1},yes,**yes**,LLM does NOT match the gold standard.,False
"QID791 - Does this sentence contain a metaphor?
Sentence: ""I am so thankful that my journey brought me to CTCA.""","Does this sentence contain a metaphor?
Sentence: ""I am so thankful that my journey brought me to CTCA.""",{'yes': 1},yes,**no**,LLM does NOT match the gold standard.,False
"QID793 - Does this sentence contain a metaphor?
Sentence: ""The prayers, meals and calls—and just having them there—helped get me through a rough part of my life. ""","Does this sentence contain a metaphor?
Sentence: ""The prayers, meals and calls—and just having them there—helped get me through a rough part of my life. """,{'no': 1},no,no,LLM matches the gold standard.,True
"QID797 - Does this sentence contain a metaphor?
Sentence: ""A couple of weeks later, I returned for a follow-up visit and the surgeon reported that the incision was healing nicely.""","Does this sentence contain a metaphor?
Sentence: ""A couple of weeks later, I returned for a follow-up visit and the surgeon reported that the incision was healing nicely.""",{'no': 2},no,no,LLM matches the gold standard.,True
"QID799 - Does this sentence contain a metaphor?
Sentence: ""although separate functions have been assigned to these cell types, it is now clear that they interact in many ways and can regulate each others' activities""","Does this sentence contain a metaphor?
Sentence: ""although separate functions have been assigned to these cell types, it is now clear that they interact in many ways and can regulate each others' activities""",{'no': 2},no,no,LLM matches the gold standard.,True
"QID801 - Does this sentence contain a metaphor?
Sentence: ""Phosphorylations very possibly will provide clues to how growth factors communicate their information to the cells' machinery""","Does this sentence contain a metaphor?
Sentence: ""Phosphorylations very possibly will provide clues to how growth factors communicate their information to the cells' machinery""",{'yes': 1},yes,**no**,LLM does NOT match the gold standard.,False
"QID803 - Does this sentence contain a metaphor?
Sentence: ""An anti-tumour protein which puts cells into hibernation""","Does this sentence contain a metaphor?
Sentence: ""An anti-tumour protein which puts cells into hibernation""",{'yes': 2},yes,**yes**,LLM does NOT match the gold standard.,False
"QID805 - Does this sentence contain a metaphor?
Sentence: ""Difficulties in interpretation arise from the complexity of cell growth, with its multitude of biochemical reactions that are connected into a great metabolic network""","Does this sentence contain a metaphor?
Sentence: ""Difficulties in interpretation arise from the complexity of cell growth, with its multitude of biochemical reactions that are connected into a great metabolic network""","{'yes': 1, 'no': 1}",Tie,no,Tie among humans; accepted.,True
"QID808 - Does this sentence contain a metaphor?
Sentence: ""When basic science provides us with an understanding of the physiologic controls of the immunoresponse, we may be able to intervene to remove those controls temporarily so that the nonspecific immune stimulants can turn on the system and it is not turned off until the physician replaces the negative control elements after the therapeutic effect has been achieved.""","Does this sentence contain a metaphor?
Sentence: ""When basic science provides us with an understanding of the physiologic controls of the immunoresponse, we may be able to intervene to remove those controls temporarily so that the nonspecific immune stimulants can turn on the system and it is not turned off until the physician replaces the negative control elements after the therapeutic effect has been achieved.""",{'no': 2},no,**no**,LLM does NOT match the gold standard.,False
"QID810 - Does this sentence contain a metaphor?
Sentence: ""Slash high blood pressure""","Does this sentence contain a metaphor?
Sentence: ""Slash high blood pressure""","{'yes': 1, 'no': 1}",Tie,**no**,Tie among humans; accepted.,True
"QID812 - Does this sentence contain a metaphor?
Sentence: ""Cancer was something I needed for me to get through.""","Does this sentence contain a metaphor?
Sentence: ""Cancer was something I needed for me to get through.""",{'no': 1},no,**yes**,LLM does NOT match the gold standard.,False
"QID814 - Does this sentence contain a metaphor?
Sentence: ""providing the cell with the ability to withstand toxic agents""","Does this sentence contain a metaphor?
Sentence: ""providing the cell with the ability to withstand toxic agents""",{'yes': 1},yes,no,LLM does NOT match the gold standard.,False
"QID816 - Does this sentence contain a metaphor?
Sentence: ""Stepped care approach to tackle uncontrolled high blood pressure""","Does this sentence contain a metaphor?
Sentence: ""Stepped care approach to tackle uncontrolled high blood pressure""","{'yes': 2, 'no': 1}",yes,no,LLM does NOT match the gold standard.,False
"QID818 - Does this sentence contain a metaphor?
Sentence: ""#roadtodiabetes""","Does this sentence contain a metaphor?
Sentence: ""#roadtodiabetes""",{'yes': 3},yes,**no**,LLM does NOT match the gold standard.,False
"QID820 - Does this sentence contain a metaphor?
Sentence: ""I was a mess.""","Does this sentence contain a metaphor?
Sentence: ""I was a mess.""",{'yes': 1},yes,**yes**,LLM does NOT match the gold standard.,False
"QID822 - Does this sentence contain a metaphor?
Sentence: ""I am fighting""","Does this sentence contain a metaphor?
Sentence: ""I am fighting""",{'no': 2},no,**no**,LLM does NOT match the gold standard.,False
"QID824 - Does this sentence contain a metaphor?
Sentence: ""if a cell aquires the ability to produce its own growth factors... it then is under less stringent external growth control and has a selective growth advantage over neighboring cells, which are still subject to external regulation""","Does this sentence contain a metaphor?
Sentence: ""if a cell aquires the ability to produce its own growth factors... it then is under less stringent external growth control and has a selective growth advantage over neighboring cells, which are still subject to external regulation""",{'no': 2},no,**no**,LLM does NOT match the gold standard.,False
"QID826 - Does this sentence contain a metaphor?
Sentence: ""anticancer drugs""","Does this sentence contain a metaphor?
Sentence: ""anticancer drugs""",{'no': 2},no,**no**,LLM does NOT match the gold standard.,False
"QID828 - Does this sentence contain a metaphor?
Sentence: ""To tackle the problem, investigators have separated invasion and metastasis into a series of defined sequential steps and focused on one step at a time. For each step, new experimental models had to be developed, and a...""","Does this sentence contain a metaphor?
Sentence: ""To tackle the problem, investigators have separated invasion and metastasis into a series of defined sequential steps and focused on one step at a time. For each step, new experimental models had to be developed, and a...""",{'no': 3},no,no,LLM matches the gold standard.,True
"QID830 - Does this sentence contain a metaphor?
Sentence: ""a cascade or coordinated group of gene products expressed above a certain threshold level may be required for a tumor cell to successfully traverse the successive steps in the metastatic process""","Does this sentence contain a metaphor?
Sentence: ""a cascade or coordinated group of gene products expressed above a certain threshold level may be required for a tumor cell to successfully traverse the successive steps in the metastatic process""",{'yes': 1},yes,**no**,LLM does NOT match the gold standard.,False
"QID832 - Does this sentence contain a metaphor?
Sentence: ""suppressor T cells; cytotoxic T cells; natural killer cells NK""","Does this sentence contain a metaphor?
Sentence: ""suppressor T cells; cytotoxic T cells; natural killer cells NK""",{'yes': 1},yes,**no**,LLM does NOT match the gold standard.,False
"QID834 - Does this sentence contain a metaphor?
Sentence: ""promoting agents, or the new class of ""progressor"" agents""","Does this sentence contain a metaphor?
Sentence: ""promoting agents, or the new class of ""progressor"" agents""","{'yes': 2, 'no': 1}",yes,no,LLM does NOT match the gold standard.,False
"QID836 - Does this sentence contain a metaphor?
Sentence: ""It is unclear whether this happens because the virus attacks the kidneys directly – there is an abundance of ACE2 receptors within the organ""","Does this sentence contain a metaphor?
Sentence: ""It is unclear whether this happens because the virus attacks the kidneys directly – there is an abundance of ACE2 receptors within the organ""",{'no': 2},no,no,LLM matches the gold standard.,True
"QID838 - Does this sentence contain a metaphor?
Sentence: ""many growth factors and cell receptors can, under the appropriate circumstances, behave as oncogenes""","Does this sentence contain a metaphor?
Sentence: ""many growth factors and cell receptors can, under the appropriate circumstances, behave as oncogenes""","{'yes': 1, 'no': 1}",Tie,no,Tie among humans; accepted.,True
"QID840 - Does this sentence contain a metaphor?
Sentence: ""the formation of metastatic colonies""","Does this sentence contain a metaphor?
Sentence: ""the formation of metastatic colonies""",{'no': 2},no,**yes**,LLM does NOT match the gold standard.,False
"QID842 - Does this sentence contain a metaphor?
Sentence: ""DNA methylation may increase transcriptional activity of a gene""","Does this sentence contain a metaphor?
Sentence: ""DNA methylation may increase transcriptional activity of a gene""",{'yes': 1},yes,no,LLM does NOT match the gold standard.,False
"QID844 - Does this sentence contain a metaphor?
Sentence: ""Scientists solve riddle of arsenic cancer treatment""","Does this sentence contain a metaphor?
Sentence: ""Scientists solve riddle of arsenic cancer treatment""",{'yes': 1},yes,no,LLM does NOT match the gold standard.,False
"QID846 - Does this sentence contain a metaphor?
Sentence: ""The mechanism mainly responsible for repairing UV lesions""","Does this sentence contain a metaphor?
Sentence: ""The mechanism mainly responsible for repairing UV lesions""",{'no': 1},no,**no**,LLM does NOT match the gold standard.,False
"QID848 - Does this sentence contain a metaphor?
Sentence: ""But where single cells are concerned, the decisive factor might be a change in the sensory world of these cells, manifesting itself as a loss of basement membrane perception""","Does this sentence contain a metaphor?
Sentence: ""But where single cells are concerned, the decisive factor might be a change in the sensory world of these cells, manifesting itself as a loss of basement membrane perception""",{'yes': 1},yes,no,LLM does NOT match the gold standard.,False
"QID850 - Does this sentence contain a metaphor?
Sentence: ""cell traffic""","Does this sentence contain a metaphor?
Sentence: ""cell traffic""",{'yes': 1},yes,**yes**,LLM does NOT match the gold standard.,False
"QID854 - Does this sentence contain a metaphor?
Sentence: ""nutrient capillaries""","Does this sentence contain a metaphor?
Sentence: ""nutrient capillaries""",{'yes': 2},yes,**yes**,LLM does NOT match the gold standard.,False
"QID856 - Does this sentence contain a metaphor?
Sentence: ""Intracellular concentrations of these ions depend on transport systems""","Does this sentence contain a metaphor?
Sentence: ""Intracellular concentrations of these ions depend on transport systems""",{'no': 3},no,no,LLM matches the gold standard.,True
"QID858 - Does this sentence contain a metaphor?
Sentence: ""Telehealth may help patients control high blood pressure, but engagement is a barrier""","Does this sentence contain a metaphor?
Sentence: ""Telehealth may help patients control high blood pressure, but engagement is a barrier""",{'yes': 2},yes,no,LLM does NOT match the gold standard.,False
"QID860 - Does this sentence contain a metaphor?
Sentence: ""issues that are circumvented by the use of stems cells harvested from adult tissues""","Does this sentence contain a metaphor?
Sentence: ""issues that are circumvented by the use of stems cells harvested from adult tissues""",{'yes': 1},yes,no,LLM does NOT match the gold standard.,False
"QID862 - Does this sentence contain a metaphor?
Sentence: ""Nontumorogenic cultured cells often cease growth as a well-ordered monolayer. Transformed cells, by contrast, often crisscross each other randomly, forming local piles of viable cells.""","Does this sentence contain a metaphor?
Sentence: ""Nontumorogenic cultured cells often cease growth as a well-ordered monolayer. Transformed cells, by contrast, often crisscross each other randomly, forming local piles of viable cells.""",{'yes': 1},yes,no,LLM does NOT match the gold standard.,False
"QID864 - Does this sentence contain a metaphor?
Sentence: ""The 45-year-old, from Stockport, has been waiting longer than anyone else in the UK on the current list of heart transplant patients""","Does this sentence contain a metaphor?
Sentence: ""The 45-year-old, from Stockport, has been waiting longer than anyone else in the UK on the current list of heart transplant patients""",{'no': 2},no,no,LLM matches the gold standard.,True
"QID866 - Does this sentence contain a metaphor?
Sentence: ""Other candidates for second messengers are metal ions such as Ca2+, Mg2+, Na+, and K+""","Does this sentence contain a metaphor?
Sentence: ""Other candidates for second messengers are metal ions such as Ca2+, Mg2+, Na+, and K+""",{'yes': 1},yes,no,LLM does NOT match the gold standard.,False
"QID870 - Does this sentence contain a metaphor?
Sentence: ""The disease broke me down.""","Does this sentence contain a metaphor?
Sentence: ""The disease broke me down.""",{'yes': 2},yes,**yes**,LLM does NOT match the gold standard.,False
"QID872 - Does this sentence contain a metaphor?
Sentence: ""many of the floating cells may be trapped in supraclavicular lymph nodes""","Does this sentence contain a metaphor?
Sentence: ""many of the floating cells may be trapped in supraclavicular lymph nodes""","{'no': 1, 'yes': 1}",Tie,**no**,Tie among humans; accepted.,True
"QID874 - Does this sentence contain a metaphor?
Sentence: ""intracellular matrix""","Does this sentence contain a metaphor?
Sentence: ""intracellular matrix""",{'yes': 1},yes,**no**,LLM does NOT match the gold standard.,False
"QID876 - Does this sentence contain a metaphor?
Sentence: ""providing the cell with the ability to withstand toxic agentd""","Does this sentence contain a metaphor?
Sentence: ""providing the cell with the ability to withstand toxic agentd""",{'yes': 1},yes,no,LLM does NOT match the gold standard.,False
"QID878 - Does this sentence contain a metaphor?
Sentence: ""...represents rather a short period in the total life history of a tumor""","Does this sentence contain a metaphor?
Sentence: ""...represents rather a short period in the total life history of a tumor""",{'yes': 2},yes,no,LLM does NOT match the gold standard.,False
"QID880 - Does this sentence contain a metaphor?
Sentence: ""Neoplastic cells have changed so as to become ""asocial""; their environment, including neighboring cells, affects them less stringently.""","Does this sentence contain a metaphor?
Sentence: ""Neoplastic cells have changed so as to become ""asocial""; their environment, including neighboring cells, affects them less stringently.""",{'yes': 3},yes,**yes**,LLM does NOT match the gold standard.,False
"QID882 - Does this sentence contain a metaphor?
Sentence: ""the several-step sequence of tumor preduction""","Does this sentence contain a metaphor?
Sentence: ""the several-step sequence of tumor preduction""","{'yes': 2, 'no': 1}",yes,no,LLM does NOT match the gold standard.,False
"QID884 - Does this sentence contain a metaphor?
Sentence: ""Protocols exemplified by the initiation-promotion-initiation-format have been described both in the mouse skin and rat liver.""","Does this sentence contain a metaphor?
Sentence: ""Protocols exemplified by the initiation-promotion-initiation-format have been described both in the mouse skin and rat liver.""",{'yes': 2},yes,no,LLM does NOT match the gold standard.,False
"QID886 - Does this sentence contain a metaphor?
Sentence: ""Cancer is a would-be suitor.""","Does this sentence contain a metaphor?
Sentence: ""Cancer is a would-be suitor.""",{'yes': 2},yes,**yes**,LLM does NOT match the gold standard.,False
"QID888 - Does this sentence contain a metaphor?
Sentence: ""Cell eats (phagocytosis) = person eats; Cell drinks (pinocytosis) = person drinks; Cell dies ( necrosis ) = person dies ( mortality); Cell has age = person has ageCellhas job = person has jobCellcan kill (infection) = person can kill ( murder)Cellrespire oxygen in = person can inhale O2Cellrespite co2 out = person can exhale CO2 ; Cell can egest = person can egest; Cell can become fat (hypertrophy) = person can become fat (obesity); Cell can become slim (atrophy) = person can become slimCellcan move (diapedesis) = person can moveCellcan float or swim = person can swimCellcan reproduce = person can reproduceCellhas mother (stem cell) = person has mother; Cell can become a criminal (tumour cell) = a person can be a criminal; Cell has enemy cells = person has enemy person; Cell has environment = person has environment; Cell communicate with each other = person communicate with each other; Some of adjectives analogy Good cell= good person Bad cell= bad person; Thin cell= thin person; Fat cell= fat person; Cell can produce = person can invent or design new things; Cell can remember (plasmacellor memory cells ) = person can remember; Cell can act as police = person can act as police; Cell can stretch = person can stretch; Cell can grow = person can grow; Cell use energy = person use energy; Cell uses weapon = person uses weapon""","Does this sentence contain a metaphor?
Sentence: ""Cell eats (phagocytosis) = person eats; Cell drinks (pinocytosis) = person drinks; Cell dies ( necrosis ) = person dies ( mortality); Cell has age = person has ageCellhas job = person has jobCellcan kill (infection) = person can kill ( murder)Cellrespire oxygen in = person can inhale O2Cellrespite co2 out = person can exhale CO2 ; Cell can egest = person can egest; Cell can become fat (hypertrophy) = person can become fat (obesity); Cell can become slim (atrophy) = person can become slimCellcan move (diapedesis) = person can moveCellcan float or swim = person can swimCellcan reproduce = person can reproduceCellhas mother (stem cell) = person has mother; Cell can become a criminal (tumour cell) = a person can be a criminal; Cell has enemy cells = person has enemy person; Cell has environment = person has environment; Cell communicate with each other = person communicate with each other; Some of adjectives analogy Good cell= good person Bad cell= bad person; Thin cell= thin person; Fat cell= fat person; Cell can produce = person can invent or design new things; Cell can remember (plasmacellor memory cells ) = person can remember; Cell can act as police = person can act as police; Cell can stretch = person can stretch; Cell can grow = person can grow; Cell use energy = person use energy; Cell uses weapon = person uses weapon""","{'yes': 1, 'no': 1}",Tie,**yes**,Tie among humans; accepted.,True
"QID890 - Does this sentence contain a metaphor?
Sentence: ""function as tumor suppressors or ""anti-oncogenes""""","Does this sentence contain a metaphor?
Sentence: ""function as tumor suppressors or ""anti-oncogenes""""",{'no': 2},no,**yes**,LLM does NOT match the gold standard.,False
"QID892 - Does this sentence contain a metaphor?
Sentence: ""[AIDS] the role of immunideficiency in cancer development""","Does this sentence contain a metaphor?
Sentence: ""[AIDS] the role of immunideficiency in cancer development""",{'no': 2},no,**no**,LLM does NOT match the gold standard.,False
"QID894 - Does this sentence contain a metaphor?
Sentence: ""cDNA libraries differ from genomic libraries by being limited to only the transcribed portion of genes and therefore are greatly reduced in sequence complexity""","Does this sentence contain a metaphor?
Sentence: ""cDNA libraries differ from genomic libraries by being limited to only the transcribed portion of genes and therefore are greatly reduced in sequence complexity""",{'no': 2},no,no,LLM matches the gold standard.,True
"QID896 - Does this sentence contain a metaphor?
Sentence: ""Energy Conversion is what it's all about. These 2 things convert energy from one from to another. Windmills convert wind energy to mechanical energy. Fuel cells convert potential chemical energy stored in hydrogen(or methanol or methane) and oxygen into actual electrical energy. For a windmill to produce mechanical energy the wind needs to keep flowing, for a fuel cell to produce electricity, it needs the hydrogen and oxygen to keep flowing through it system.""","Does this sentence contain a metaphor?
Sentence: ""Energy Conversion is what it's all about. These 2 things convert energy from one from to another. Windmills convert wind energy to mechanical energy. Fuel cells convert potential chemical energy stored in hydrogen(or methanol or methane) and oxygen into actual electrical energy. For a windmill to produce mechanical energy the wind needs to keep flowing, for a fuel cell to produce electricity, it needs the hydrogen and oxygen to keep flowing through it system.""",{'yes': 1},yes,no,LLM does NOT match the gold standard.,False
"QID898 - Does this sentence contain a metaphor?
Sentence: ""So how does the virus attack?""","Does this sentence contain a metaphor?
Sentence: ""So how does the virus attack?""","{'no': 1, 'yes': 1}",Tie,**yes**,Tie among humans; accepted.,True
"QID900 - Does this sentence contain a metaphor?
Sentence: ""each clonal population had a metastatic colonisation potential (MCP)""","Does this sentence contain a metaphor?
Sentence: ""each clonal population had a metastatic colonisation potential (MCP)""",{'no': 1},no,no,LLM matches the gold standard.,True
"QID902 - Does this sentence contain a metaphor?
Sentence: ""Cerebrospinal fluid produced by ependymal cells provides both mechanical protection - padding - and a means to remove metabolic waste products.""","Does this sentence contain a metaphor?
Sentence: ""Cerebrospinal fluid produced by ependymal cells provides both mechanical protection - padding - and a means to remove metabolic waste products.""",{'yes': 2},yes,no,LLM does NOT match the gold standard.,False
"QID904 - Does this sentence contain a metaphor?
Sentence: ""The decoding [translation] is performed by transfer RNA (tRNA) molecules that recognize the specific nucleotide codon information and provide the appropriate amino acid for linking to the growing polypeptide chain.""","Does this sentence contain a metaphor?
Sentence: ""The decoding [translation] is performed by transfer RNA (tRNA) molecules that recognize the specific nucleotide codon information and provide the appropriate amino acid for linking to the growing polypeptide chain.""",{'no': 1},no,**no**,LLM does NOT match the gold standard.,False
"QID908 - Does this sentence contain a metaphor?
Sentence: ""the soot was the causative agent""","Does this sentence contain a metaphor?
Sentence: ""the soot was the causative agent""",{'yes': 1},yes,**no**,LLM does NOT match the gold standard.,False
"QID910 - Does this sentence contain a metaphor?
Sentence: ""cells...die in a few days""","Does this sentence contain a metaphor?
Sentence: ""cells...die in a few days""",{'yes': 1},yes,no,LLM does NOT match the gold standard.,False
"QID912 - Does this sentence contain a metaphor?
Sentence: ""The balance of data currently suggests that protein growth factors probably function by acting on the membrane to produce and release ""second messenger"" into the cytoplasm""","Does this sentence contain a metaphor?
Sentence: ""The balance of data currently suggests that protein growth factors probably function by acting on the membrane to produce and release ""second messenger"" into the cytoplasm""",{'yes': 1},yes,no,LLM does NOT match the gold standard.,False
"QID914 - Does this sentence contain a metaphor?
Sentence: ""No matter who we come across or where we are, we try to carry good things with us. ""","Does this sentence contain a metaphor?
Sentence: ""No matter who we come across or where we are, we try to carry good things with us. ""","{'yes': 2, 'no': 1}",yes,no,LLM does NOT match the gold standard.,False
"QID916 - Does this sentence contain a metaphor?
Sentence: ""As long as the part which one tolerates [that is, the margin of error] is small, the solution is quite correct and the person arriving at it is quite skilled. Therefore, artful conjecturing in medicine is similar"""". 'Abd al-Latif even goes so far as to describe medicine as 'the knowledge of probabilities (al-ma'rifa al-akthariya)'.""","Does this sentence contain a metaphor?
Sentence: ""As long as the part which one tolerates [that is, the margin of error] is small, the solution is quite correct and the person arriving at it is quite skilled. Therefore, artful conjecturing in medicine is similar"""". 'Abd al-Latif even goes so far as to describe medicine as 'the knowledge of probabilities (al-ma'rifa al-akthariya)'.""",{'no': 1},no,**yes**,LLM does NOT match the gold standard.,False
"QID918 - Does this sentence contain a metaphor?
Sentence: ""For his colleagues, the biggest fear is catching the virus themselves and infecting family members at home, Dr Rizzi says""","Does this sentence contain a metaphor?
Sentence: ""For his colleagues, the biggest fear is catching the virus themselves and infecting family members at home, Dr Rizzi says""",{'no': 1},no,no,LLM matches the gold standard.,True
"QID920 - Does this sentence contain a metaphor?
Sentence: ""The 23-time Olympic swimming champion has spoken in the past about his struggles with depression""","Does this sentence contain a metaphor?
Sentence: ""The 23-time Olympic swimming champion has spoken in the past about his struggles with depression""",{'yes': 1},yes,no,LLM does NOT match the gold standard.,False
"QID924 - Does this sentence contain a metaphor?
Sentence: ""gene expression: transcription translation""","Does this sentence contain a metaphor?
Sentence: ""gene expression: transcription translation""","{'yes': 2, 'no': 1}",yes,no,LLM does NOT match the gold standard.,False
"QID926 - Does this sentence contain a metaphor?
Sentence: ""At the invasion front tumor cells also invade preestablished host blood vessels""","Does this sentence contain a metaphor?
Sentence: ""At the invasion front tumor cells also invade preestablished host blood vessels""",{'yes': 3},yes,**no**,LLM does NOT match the gold standard.,False
"QID928 - Does this sentence contain a metaphor?
Sentence: ""daily tumor turnover""","Does this sentence contain a metaphor?
Sentence: ""daily tumor turnover""",{'yes': 1},yes,**yes**,LLM does NOT match the gold standard.,False
"QID930 - Does this sentence contain a metaphor?
Sentence: ""interactions between ""seed and soil""""","Does this sentence contain a metaphor?
Sentence: ""interactions between ""seed and soil""""",{'yes': 2},yes,**yes**,LLM does NOT match the gold standard.,False
"QID932 - Does this sentence contain a metaphor?
Sentence: ""Part of me was frightened but there was another part that was fairly okay—I’ll get through this,you know and learn new things.""","Does this sentence contain a metaphor?
Sentence: ""Part of me was frightened but there was another part that was fairly okay—I’ll get through this,you know and learn new things.""",{'no': 1},no,no,LLM matches the gold standard.,True
"QID934 - Does this sentence contain a metaphor?
Sentence: ""There are certain points in the cancer journey where the plan has to change.""","Does this sentence contain a metaphor?
Sentence: ""There are certain points in the cancer journey where the plan has to change.""","{'yes': 2, 'no': 1}",yes,**yes**,LLM does NOT match the gold standard.,False
"QID936 - Does this sentence contain a metaphor?
Sentence: ""wedge-and-tongue-like tumor projections""","Does this sentence contain a metaphor?
Sentence: ""wedge-and-tongue-like tumor projections""",{'yes': 1},yes,**yes**,LLM does NOT match the gold standard.,False
"QID938 - Does this sentence contain a metaphor?
Sentence: ""although separate functions have been assigned to these cell types, it is now clear that they interact in many ways and can regulate each others' activities""","Does this sentence contain a metaphor?
Sentence: ""although separate functions have been assigned to these cell types, it is now clear that they interact in many ways and can regulate each others' activities""","{'yes': 1, 'no': 1}",Tie,no,Tie among humans; accepted.,True
"QID940 - Does this sentence contain a metaphor?
Sentence: ""Mature cells have a short lifespan""","Does this sentence contain a metaphor?
Sentence: ""Mature cells have a short lifespan""",{'yes': 1},yes,no,LLM does NOT match the gold standard.,False
"QID942 - Does this sentence contain a metaphor?
Sentence: ""Tips on how to prevent the path to diabetes""","Does this sentence contain a metaphor?
Sentence: ""Tips on how to prevent the path to diabetes""","{'no': 1, 'yes': 1}",Tie,no,Tie among humans; accepted.,True
"QID946 - Does this sentence contain a metaphor?
Sentence: ""cells have the capacity to call upon an adaptive, coordinated, defense mechanism when assaulted by cyclotoxins.""","Does this sentence contain a metaphor?
Sentence: ""cells have the capacity to call upon an adaptive, coordinated, defense mechanism when assaulted by cyclotoxins.""",{'yes': 1},yes,**yes**,LLM does NOT match the gold standard.,False
"QID948 - Does this sentence contain a metaphor?
Sentence: ""Although such a phenomenon has not been shown to be a ubiquitous characteristic of promoting agents, a relationship between reactive oxygen species and the inhibition of intercellular communication by promoting agents has been described.""","Does this sentence contain a metaphor?
Sentence: ""Although such a phenomenon has not been shown to be a ubiquitous characteristic of promoting agents, a relationship between reactive oxygen species and the inhibition of intercellular communication by promoting agents has been described.""","{'no': 1, 'yes': 1}",Tie,no,Tie among humans; accepted.,True
"QID950 - Does this sentence contain a metaphor?
Sentence: ""blood-borne cancer cells are in a predominantly hostile environment""","Does this sentence contain a metaphor?
Sentence: ""blood-borne cancer cells are in a predominantly hostile environment""",{'yes': 1},yes,**yes**,LLM does NOT match the gold standard.,False
"QID958 - Does this sentence contain a metaphor?
Sentence: ""Many antineoplastic drugs kill only cells that are in S phase""","Does this sentence contain a metaphor?
Sentence: ""Many antineoplastic drugs kill only cells that are in S phase""","{'no': 1, 'yes': 1}",Tie,**no**,Tie among humans; accepted.,True
